address_id,canonical_address,spoken_variant,locality,pincode,source
blr_4147bfc556b5d9dd,F Road,f road,F Road,,mixed
blr_4147bfc556b5d9dd,F Road,in f road,F Road,,mixed
blr_4147bfc556b5d9dd,F Road,near f road,F Road,,mixed
blr_4147bfc556b5d9dd,F Road,around f road,F Road,,mixed
blr_4147bfc556b5d9dd,F Road,f road area,F Road,,mixed
blr_74746cb7d508c880,13th C Main,13th c main,13th C Main,,mixed
blr_74746cb7d508c880,13th C Main,in 13th c main,13th C Main,,mixed
blr_74746cb7d508c880,13th C Main,near 13th c main,13th C Main,,mixed
blr_74746cb7d508c880,13th C Main,around 13th c main,13th C Main,,mixed
blr_74746cb7d508c880,13th C Main,13th c main area,13th C Main,,mixed
blr_77db3459a2bfb26e,3rd Cross Nehru Road,three cross nehru road,3rd Cross Nehru Road,,mixed
blr_77db3459a2bfb26e,3rd Cross Nehru Road,third cross nehru road,3rd Cross Nehru Road,,mixed
blr_77db3459a2bfb26e,3rd Cross Nehru Road,3rd cross nehru road,3rd Cross Nehru Road,,mixed
blr_77db3459a2bfb26e,3rd Cross Nehru Road,in three cross nehru road,3rd Cross Nehru Road,,mixed
blr_77db3459a2bfb26e,3rd Cross Nehru Road,near third cross nehru road,3rd Cross Nehru Road,,mixed
blr_0b8d8b3d426cda16,ITC Nitesh Garden Enclave,itc nitesh garden enclave,ITC Nitesh Garden Enclave,,mixed
blr_0b8d8b3d426cda16,ITC Nitesh Garden Enclave,in itc nitesh garden enclave,ITC Nitesh Garden Enclave,,mixed
blr_0b8d8b3d426cda16,ITC Nitesh Garden Enclave,near itc nitesh garden enclave,ITC Nitesh Garden Enclave,,mixed
blr_0b8d8b3d426cda16,ITC Nitesh Garden Enclave,around itc nitesh garden enclave,ITC Nitesh Garden Enclave,,mixed
blr_0b8d8b3d426cda16,ITC Nitesh Garden Enclave,itc nitesh garden enclave area,ITC Nitesh Garden Enclave,,mixed
blr_55169b7ca0617165,3rd A Main Devarakere,third a main devarakere,3rd A Main Devarakere,,mixed
blr_55169b7ca0617165,3rd A Main Devarakere,three a main devarakere,3rd A Main Devarakere,,mixed
blr_55169b7ca0617165,3rd A Main Devarakere,3rd a main devarakere,3rd A Main Devarakere,,mixed
blr_55169b7ca0617165,3rd A Main Devarakere,in third a main devarakere,3rd A Main Devarakere,,mixed
blr_55169b7ca0617165,3rd A Main Devarakere,near three a main devarakere,3rd A Main Devarakere,,mixed
blr_b8d8bff1a35ee098,MIMS Springdale Villas,mims springdale villas,MIMS Springdale Villas,,mixed
blr_b8d8bff1a35ee098,MIMS Springdale Villas,in mims springdale villas,MIMS Springdale Villas,,mixed
blr_b8d8bff1a35ee098,MIMS Springdale Villas,near mims springdale villas,MIMS Springdale Villas,,mixed
blr_b8d8bff1a35ee098,MIMS Springdale Villas,around mims springdale villas,MIMS Springdale Villas,,mixed
blr_b8d8bff1a35ee098,MIMS Springdale Villas,mims springdale villas area,MIMS Springdale Villas,,mixed
blr_fc69a88b2090cc3a,Ittina Sarva 2nd Apartments,ittina sarva second apartments,Ittina Sarva 2 Apartments,,mixed
blr_fc69a88b2090cc3a,Ittina Sarva 2nd Apartments,ittina sarva two apartments,Ittina Sarva 2 Apartments,,mixed
blr_fc69a88b2090cc3a,Ittina Sarva 2nd Apartments,ittina sarva 2nd apartments,Ittina Sarva 2 Apartments,,mixed
blr_fc69a88b2090cc3a,Ittina Sarva 2nd Apartments,in ittina sarva second apartments,Ittina Sarva 2 Apartments,,mixed
blr_fc69a88b2090cc3a,Ittina Sarva 2nd Apartments,near ittina sarva two apartments,Ittina Sarva 2 Apartments,,mixed
blr_c29d4294171368cd,8th Cross,eight cross,8th Cross,,mixed
blr_c29d4294171368cd,8th Cross,8th cross,8th Cross,,mixed
blr_c29d4294171368cd,8th Cross,eighth cross,8th Cross,,mixed
blr_c29d4294171368cd,8th Cross,in eight cross,8th Cross,,mixed
blr_c29d4294171368cd,8th Cross,near 8th cross,8th Cross,,mixed
blr_8c8722108ea465a6,5th C Cross,5th c cross,5th C Cross,,mixed
blr_8c8722108ea465a6,5th C Cross,fifth c cross,5th C Cross,,mixed
blr_8c8722108ea465a6,5th C Cross,five c cross,5th C Cross,,mixed
blr_8c8722108ea465a6,5th C Cross,in 5th c cross,5th C Cross,,mixed
blr_8c8722108ea465a6,5th C Cross,near fifth c cross,5th C Cross,,mixed
blr_2adae2d5c72f0026,4th G Main Road,4th g main road,4th G Main Road,,mixed
blr_2adae2d5c72f0026,4th G Main Road,fourth g main road,4th G Main Road,,mixed
blr_2adae2d5c72f0026,4th G Main Road,four g main road,4th G Main Road,,mixed
blr_2adae2d5c72f0026,4th G Main Road,in 4th g main road,4th G Main Road,,mixed
blr_2adae2d5c72f0026,4th G Main Road,near fourth g main road,4th G Main Road,,mixed
blr_fbb718c1c6846afa,BEL Circle,bel circle,BEL Circle,,mixed
blr_fbb718c1c6846afa,BEL Circle,in bel circle,BEL Circle,,mixed
blr_fbb718c1c6846afa,BEL Circle,near bel circle,BEL Circle,,mixed
blr_fbb718c1c6846afa,BEL Circle,around bel circle,BEL Circle,,mixed
blr_fbb718c1c6846afa,BEL Circle,bel circle area,BEL Circle,,mixed
blr_55c669f4b7beeeaf,MSR Northcity,msr northcity,MSR Northcity,,mixed
blr_55c669f4b7beeeaf,MSR Northcity,in msr northcity,MSR Northcity,,mixed
blr_55c669f4b7beeeaf,MSR Northcity,near msr northcity,MSR Northcity,,mixed
blr_55c669f4b7beeeaf,MSR Northcity,around msr northcity,MSR Northcity,,mixed
blr_55c669f4b7beeeaf,MSR Northcity,msr northcity area,MSR Northcity,,mixed
blr_10d8ab26126eef98,MJR Pearl Apartments,mjr pearl apartments,MJR Pearl Apartments,,mixed
blr_10d8ab26126eef98,MJR Pearl Apartments,in mjr pearl apartments,MJR Pearl Apartments,,mixed
blr_10d8ab26126eef98,MJR Pearl Apartments,near mjr pearl apartments,MJR Pearl Apartments,,mixed
blr_10d8ab26126eef98,MJR Pearl Apartments,around mjr pearl apartments,MJR Pearl Apartments,,mixed
blr_10d8ab26126eef98,MJR Pearl Apartments,mjr pearl apartments area,MJR Pearl Apartments,,mixed
blr_ca472daca84a6cd6,ITC Windsor Bridge,itc windsor bridge,ITC Windsor Bridge,,mixed
blr_ca472daca84a6cd6,ITC Windsor Bridge,in itc windsor bridge,ITC Windsor Bridge,,mixed
blr_ca472daca84a6cd6,ITC Windsor Bridge,near itc windsor bridge,ITC Windsor Bridge,,mixed
blr_ca472daca84a6cd6,ITC Windsor Bridge,around itc windsor bridge,ITC Windsor Bridge,,mixed
blr_ca472daca84a6cd6,ITC Windsor Bridge,itc windsor bridge area,ITC Windsor Bridge,,mixed
blr_03692449e5fce6a6,Judicial Layout Phase II,judicial layout phase ii,Judicial Layout Phase II,,mixed
blr_03692449e5fce6a6,Judicial Layout Phase II,in judicial layout phase ii,Judicial Layout Phase II,,mixed
blr_03692449e5fce6a6,Judicial Layout Phase II,near judicial layout phase ii,Judicial Layout Phase II,,mixed
blr_03692449e5fce6a6,Judicial Layout Phase II,around judicial layout phase ii,Judicial Layout Phase II,,mixed
blr_03692449e5fce6a6,Judicial Layout Phase II,judicial layout phase ii area,Judicial Layout Phase II,,mixed
blr_dbddf03a3065ac27,4th Main Minhaj Nagar Road,four main minhaj nagar road,4th Main Minhaj Nagar Road,,mixed
blr_dbddf03a3065ac27,4th Main Minhaj Nagar Road,fourth main minhaj nagar road,4th Main Minhaj Nagar Road,,mixed
blr_dbddf03a3065ac27,4th Main Minhaj Nagar Road,4th main minhaj nagar road,4th Main Minhaj Nagar Road,,mixed
blr_dbddf03a3065ac27,4th Main Minhaj Nagar Road,in four main minhaj nagar road,4th Main Minhaj Nagar Road,,mixed
blr_dbddf03a3065ac27,4th Main Minhaj Nagar Road,near fourth main minhaj nagar road,4th Main Minhaj Nagar Road,,mixed
blr_a382b432d8eab9b7,DRDO Phase 1st,drdo phase 1st,DRDO Phase 1,,mixed
blr_a382b432d8eab9b7,DRDO Phase 1st,in drdo phase 1st,DRDO Phase 1,,mixed
blr_a382b432d8eab9b7,DRDO Phase 1st,near drdo phase 1st,DRDO Phase 1,,mixed
blr_a382b432d8eab9b7,DRDO Phase 1st,around drdo phase 1st,DRDO Phase 1,,mixed
blr_a382b432d8eab9b7,DRDO Phase 1st,drdo phase 1st area,DRDO Phase 1,,mixed
blr_e4c82d8bd93be236,SLS Square,sls square,SLS Square,,mixed
blr_e4c82d8bd93be236,SLS Square,in sls square,SLS Square,,mixed
blr_e4c82d8bd93be236,SLS Square,near sls square,SLS Square,,mixed
blr_e4c82d8bd93be236,SLS Square,around sls square,SLS Square,,mixed
blr_e4c82d8bd93be236,SLS Square,sls square area,SLS Square,,mixed
blr_04bb0a1f90181e7c,6D Main Road,6d main road,6D Main Road,,mixed
blr_04bb0a1f90181e7c,6D Main Road,in 6d main road,6D Main Road,,mixed
blr_04bb0a1f90181e7c,6D Main Road,near 6d main road,6D Main Road,,mixed
blr_04bb0a1f90181e7c,6D Main Road,around 6d main road,6D Main Road,,mixed
blr_04bb0a1f90181e7c,6D Main Road,6d main road area,6D Main Road,,mixed
blr_abb5810d8a064690,Doctor M H Marigowda Road,doctor m h marigowda road,Doctor M H Marigowda Road,,mixed
blr_abb5810d8a064690,Doctor M H Marigowda Road,in doctor m h marigowda road,Doctor M H Marigowda Road,,mixed
blr_abb5810d8a064690,Doctor M H Marigowda Road,near doctor m h marigowda road,Doctor M H Marigowda Road,,mixed
blr_abb5810d8a064690,Doctor M H Marigowda Road,around doctor m h marigowda road,Doctor M H Marigowda Road,,mixed
blr_abb5810d8a064690,Doctor M H Marigowda Road,doctor m h marigowda road area,Doctor M H Marigowda Road,,mixed
blr_1f1852a57b201905,6F Main,6f main,6F Main,,mixed
blr_1f1852a57b201905,6F Main,in 6f main,6F Main,,mixed
blr_1f1852a57b201905,6F Main,near 6f main,6F Main,,mixed
blr_1f1852a57b201905,6F Main,around 6f main,6F Main,,mixed
blr_1f1852a57b201905,6F Main,6f main area,6F Main,,mixed
blr_8f3eac52a05ba560,SNN Clermont,snn clermont,SNN Clermont,,mixed
blr_8f3eac52a05ba560,SNN Clermont,in snn clermont,SNN Clermont,,mixed
blr_8f3eac52a05ba560,SNN Clermont,near snn clermont,SNN Clermont,,mixed
blr_8f3eac52a05ba560,SNN Clermont,around snn clermont,SNN Clermont,,mixed
blr_8f3eac52a05ba560,SNN Clermont,snn clermont area,SNN Clermont,,mixed
blr_3779c7232824ea06,SNN Raj Serenity Apartments,snn raj serenity apartments,SNN Raj Serenity Apartments,,mixed
blr_3779c7232824ea06,SNN Raj Serenity Apartments,in snn raj serenity apartments,SNN Raj Serenity Apartments,,mixed
blr_3779c7232824ea06,SNN Raj Serenity Apartments,near snn raj serenity apartments,SNN Raj Serenity Apartments,,mixed
blr_3779c7232824ea06,SNN Raj Serenity Apartments,around snn raj serenity apartments,SNN Raj Serenity Apartments,,mixed
blr_3779c7232824ea06,SNN Raj Serenity Apartments,snn raj serenity apartments area,SNN Raj Serenity Apartments,,mixed
blr_fc58a0295c80640c,G R Lavender,g r lavender,G R Lavender,,mixed
blr_fc58a0295c80640c,G R Lavender,in g r lavender,G R Lavender,,mixed
blr_fc58a0295c80640c,G R Lavender,near g r lavender,G R Lavender,,mixed
blr_fc58a0295c80640c,G R Lavender,around g r lavender,G R Lavender,,mixed
blr_fc58a0295c80640c,G R Lavender,g r lavender area,G R Lavender,,mixed
blr_2b0385733b7ae4d1,37th Main,37th main,37th Main,,mixed
blr_2b0385733b7ae4d1,37th Main,3seventh main,37th Main,,mixed
blr_2b0385733b7ae4d1,37th Main,3seven main,37th Main,,mixed
blr_2b0385733b7ae4d1,37th Main,in 37th main,37th Main,,mixed
blr_2b0385733b7ae4d1,37th Main,near 3seventh main,37th Main,,mixed
blr_160f9d43ff9df171,38th Main,3eighth main,38th Main,,mixed
blr_160f9d43ff9df171,38th Main,38th main,38th Main,,mixed
blr_160f9d43ff9df171,38th Main,3eight main,38th Main,,mixed
blr_160f9d43ff9df171,38th Main,in 3eighth main,38th Main,,mixed
blr_160f9d43ff9df171,38th Main,near 38th main,38th Main,,mixed
blr_e045e09ec0aed480,51st Cross Road,51st cross road,51st Cross Road,,mixed
blr_e045e09ec0aed480,51st Cross Road,in 51st cross road,51st Cross Road,,mixed
blr_e045e09ec0aed480,51st Cross Road,near 51st cross road,51st Cross Road,,mixed
blr_e045e09ec0aed480,51st Cross Road,around 51st cross road,51st Cross Road,,mixed
blr_e045e09ec0aed480,51st Cross Road,51st cross road area,51st Cross Road,,mixed
blr_9c07540647f3e63e,K Ramachandrappa Road,k ramachandrappa road,K Ramachandrappa Road,,mixed
blr_9c07540647f3e63e,K Ramachandrappa Road,in k ramachandrappa road,K Ramachandrappa Road,,mixed
blr_9c07540647f3e63e,K Ramachandrappa Road,near k ramachandrappa road,K Ramachandrappa Road,,mixed
blr_9c07540647f3e63e,K Ramachandrappa Road,around k ramachandrappa road,K Ramachandrappa Road,,mixed
blr_9c07540647f3e63e,K Ramachandrappa Road,k ramachandrappa road area,K Ramachandrappa Road,,mixed
blr_3001a6150a04a02a,MSR Nagar 1st Main Road,msr nagar 1st main road,MSR Nagar 1st Main Road,,mixed
blr_3001a6150a04a02a,MSR Nagar 1st Main Road,in msr nagar 1st main road,MSR Nagar 1st Main Road,,mixed
blr_3001a6150a04a02a,MSR Nagar 1st Main Road,near msr nagar 1st main road,MSR Nagar 1st Main Road,,mixed
blr_3001a6150a04a02a,MSR Nagar 1st Main Road,around msr nagar 1st main road,MSR Nagar 1st Main Road,,mixed
blr_3001a6150a04a02a,MSR Nagar 1st Main Road,msr nagar 1st main road area,MSR Nagar 1st Main Road,,mixed
blr_752ba991edfcb4e6,APR Villa Road,apr villa road,APR Villa Road,,mixed
blr_752ba991edfcb4e6,APR Villa Road,in apr villa road,APR Villa Road,,mixed
blr_752ba991edfcb4e6,APR Villa Road,near apr villa road,APR Villa Road,,mixed
blr_752ba991edfcb4e6,APR Villa Road,around apr villa road,APR Villa Road,,mixed
blr_752ba991edfcb4e6,APR Villa Road,apr villa road area,APR Villa Road,,mixed
blr_b24c9aa97a351735,5th Main Tatanagar,fifth main tatanagar,5th Main Tatanagar,,mixed
blr_b24c9aa97a351735,5th Main Tatanagar,5th main tatanagar,5th Main Tatanagar,,mixed
blr_b24c9aa97a351735,5th Main Tatanagar,five main tatanagar,5th Main Tatanagar,,mixed
blr_b24c9aa97a351735,5th Main Tatanagar,in fifth main tatanagar,5th Main Tatanagar,,mixed
blr_b24c9aa97a351735,5th Main Tatanagar,near 5th main tatanagar,5th Main Tatanagar,,mixed
blr_dca0d415907199fc,BMRCL Relocated Colony,bmrcl relocated colony,BMRCL Relocated Colony,,mixed
blr_dca0d415907199fc,BMRCL Relocated Colony,in bmrcl relocated colony,BMRCL Relocated Colony,,mixed
blr_dca0d415907199fc,BMRCL Relocated Colony,near bmrcl relocated colony,BMRCL Relocated Colony,,mixed
blr_dca0d415907199fc,BMRCL Relocated Colony,around bmrcl relocated colony,BMRCL Relocated Colony,,mixed
blr_dca0d415907199fc,BMRCL Relocated Colony,bmrcl relocated colony area,BMRCL Relocated Colony,,mixed
blr_37bfda699242e771,1st Main 3rd Cross Road,1st main three cross road,1st Main 3rd Cross Road,,mixed
blr_37bfda699242e771,1st Main 3rd Cross Road,1st main third cross road,1st Main 3rd Cross Road,,mixed
blr_37bfda699242e771,1st Main 3rd Cross Road,1st main 3rd cross road,1st Main 3rd Cross Road,,mixed
blr_37bfda699242e771,1st Main 3rd Cross Road,in 1st main three cross road,1st Main 3rd Cross Road,,mixed
blr_37bfda699242e771,1st Main 3rd Cross Road,near 1st main third cross road,1st Main 3rd Cross Road,,mixed
blr_00d1a88846fe9cc3,"1st Main, Ramanashree Nagar",1st main ramanashree nagar,"1st Main, Ramanashree Nagar",,mixed
blr_00d1a88846fe9cc3,"1st Main, Ramanashree Nagar",in 1st main ramanashree nagar,"1st Main, Ramanashree Nagar",,mixed
blr_00d1a88846fe9cc3,"1st Main, Ramanashree Nagar",near 1st main ramanashree nagar,"1st Main, Ramanashree Nagar",,mixed
blr_00d1a88846fe9cc3,"1st Main, Ramanashree Nagar",around 1st main ramanashree nagar,"1st Main, Ramanashree Nagar",,mixed
blr_00d1a88846fe9cc3,"1st Main, Ramanashree Nagar",1st main ramanashree nagar area,"1st Main, Ramanashree Nagar",,mixed
blr_814b02a3422899dd,"2nd Main, Ramanashree Nagar",2nd main ramanashree nagar,"2nd Main, Ramanashree Nagar",,mixed
blr_814b02a3422899dd,"2nd Main, Ramanashree Nagar",two main ramanashree nagar,"2nd Main, Ramanashree Nagar",,mixed
blr_814b02a3422899dd,"2nd Main, Ramanashree Nagar",second main ramanashree nagar,"2nd Main, Ramanashree Nagar",,mixed
blr_814b02a3422899dd,"2nd Main, Ramanashree Nagar",in 2nd main ramanashree nagar,"2nd Main, Ramanashree Nagar",,mixed
blr_814b02a3422899dd,"2nd Main, Ramanashree Nagar",near two main ramanashree nagar,"2nd Main, Ramanashree Nagar",,mixed
blr_e9e1e695f33feae9,CV Raman Rasthe,cv raman rasthe,CV Raman Rasthe,,mixed
blr_e9e1e695f33feae9,CV Raman Rasthe,in cv raman rasthe,CV Raman Rasthe,,mixed
blr_e9e1e695f33feae9,CV Raman Rasthe,near cv raman rasthe,CV Raman Rasthe,,mixed
blr_e9e1e695f33feae9,CV Raman Rasthe,around cv raman rasthe,CV Raman Rasthe,,mixed
blr_e9e1e695f33feae9,CV Raman Rasthe,cv raman rasthe area,CV Raman Rasthe,,mixed
blr_e1dbcb69bd164278,20th A Cross Road,20th a cross road,20th A Cross Road,,mixed
blr_e1dbcb69bd164278,20th A Cross Road,in 20th a cross road,20th A Cross Road,,mixed
blr_e1dbcb69bd164278,20th A Cross Road,near 20th a cross road,20th A Cross Road,,mixed
blr_e1dbcb69bd164278,20th A Cross Road,around 20th a cross road,20th A Cross Road,,mixed
blr_e1dbcb69bd164278,20th A Cross Road,20th a cross road area,20th A Cross Road,,mixed
blr_273e96584a0424ed,V K Gokak Road,v k gokak road,V K Gokak Road,,mixed
blr_273e96584a0424ed,V K Gokak Road,in v k gokak road,V K Gokak Road,,mixed
blr_273e96584a0424ed,V K Gokak Road,near v k gokak road,V K Gokak Road,,mixed
blr_273e96584a0424ed,V K Gokak Road,around v k gokak road,V K Gokak Road,,mixed
blr_273e96584a0424ed,V K Gokak Road,v k gokak road area,V K Gokak Road,,mixed
blr_26bd85e29691e359,16th Main,1six main,16th Main,,mixed
blr_26bd85e29691e359,16th Main,1sixth main,16th Main,,mixed
blr_26bd85e29691e359,16th Main,16th main,16th Main,,mixed
blr_26bd85e29691e359,16th Main,in 1six main,16th Main,,mixed
blr_26bd85e29691e359,16th Main,near 1sixth main,16th Main,,mixed
blr_8e0dd47e06c4e1f4,2nd C Cross,2nd c cross,2nd C Cross,,mixed
blr_8e0dd47e06c4e1f4,2nd C Cross,second c cross,2nd C Cross,,mixed
blr_8e0dd47e06c4e1f4,2nd C Cross,two c cross,2nd C Cross,,mixed
blr_8e0dd47e06c4e1f4,2nd C Cross,in 2nd c cross,2nd C Cross,,mixed
blr_8e0dd47e06c4e1f4,2nd C Cross,near second c cross,2nd C Cross,,mixed
blr_62cbbfa8e8940607,3rd C Main,three c main,3rd C Main,,mixed
blr_62cbbfa8e8940607,3rd C Main,3rd c main,3rd C Main,,mixed
blr_62cbbfa8e8940607,3rd C Main,third c main,3rd C Main,,mixed
blr_62cbbfa8e8940607,3rd C Main,in three c main,3rd C Main,,mixed
blr_62cbbfa8e8940607,3rd C Main,near 3rd c main,3rd C Main,,mixed
blr_e3551d26ff84d1d8,21th Main Rd,21th main rd,21th Main Rd,,mixed
blr_e3551d26ff84d1d8,21th Main Rd,in 21th main rd,21th Main Rd,,mixed
blr_e3551d26ff84d1d8,21th Main Rd,near 21th main rd,21th Main Rd,,mixed
blr_e3551d26ff84d1d8,21th Main Rd,around 21th main rd,21th Main Rd,,mixed
blr_e3551d26ff84d1d8,21th Main Rd,21th main rd area,21th Main Rd,,mixed
blr_32cf6b54ae967ba7,4th D Cross,four d cross,4th D Cross,,mixed
blr_32cf6b54ae967ba7,4th D Cross,fourth d cross,4th D Cross,,mixed
blr_32cf6b54ae967ba7,4th D Cross,4th d cross,4th D Cross,,mixed
blr_32cf6b54ae967ba7,4th D Cross,in four d cross,4th D Cross,,mixed
blr_32cf6b54ae967ba7,4th D Cross,near fourth d cross,4th D Cross,,mixed
blr_36859e759cd91a02,G Cross Road,g cross road,G Cross Road,,mixed
blr_36859e759cd91a02,G Cross Road,in g cross road,G Cross Road,,mixed
blr_36859e759cd91a02,G Cross Road,near g cross road,G Cross Road,,mixed
blr_36859e759cd91a02,G Cross Road,around g cross road,G Cross Road,,mixed
blr_36859e759cd91a02,G Cross Road,g cross road area,G Cross Road,,mixed
blr_2a68852824bd1317,C Cross Road,c cross road,C Cross Road,,mixed
blr_2a68852824bd1317,C Cross Road,in c cross road,C Cross Road,,mixed
blr_2a68852824bd1317,C Cross Road,near c cross road,C Cross Road,,mixed
blr_2a68852824bd1317,C Cross Road,around c cross road,C Cross Road,,mixed
blr_2a68852824bd1317,C Cross Road,c cross road area,C Cross Road,,mixed
blr_40b3280344a4094b,TE Main Road,te main road,TE Main Road,,mixed
blr_40b3280344a4094b,TE Main Road,in te main road,TE Main Road,,mixed
blr_40b3280344a4094b,TE Main Road,near te main road,TE Main Road,,mixed
blr_40b3280344a4094b,TE Main Road,around te main road,TE Main Road,,mixed
blr_40b3280344a4094b,TE Main Road,te main road area,TE Main Road,,mixed
blr_2c8059205e33b20d,7th E Main Road,7th e main road,7th E Main Road,,mixed
blr_2c8059205e33b20d,7th E Main Road,seven e main road,7th E Main Road,,mixed
blr_2c8059205e33b20d,7th E Main Road,seventh e main road,7th E Main Road,,mixed
blr_2c8059205e33b20d,7th E Main Road,in 7th e main road,7th E Main Road,,mixed
blr_2c8059205e33b20d,7th E Main Road,near seven e main road,7th E Main Road,,mixed
blr_d9741346d80c9369,D V Gundappa Road,d v gundappa road,D V Gundappa Road,,mixed
blr_d9741346d80c9369,D V Gundappa Road,in d v gundappa road,D V Gundappa Road,,mixed
blr_d9741346d80c9369,D V Gundappa Road,near d v gundappa road,D V Gundappa Road,,mixed
blr_d9741346d80c9369,D V Gundappa Road,around d v gundappa road,D V Gundappa Road,,mixed
blr_d9741346d80c9369,D V Gundappa Road,d v gundappa road area,D V Gundappa Road,,mixed
blr_4220e8bbbb9ddb5b,10th D Main Road,10th d main road,10th D Main Road,,mixed
blr_4220e8bbbb9ddb5b,10th D Main Road,ten d main road,10th D Main Road,,mixed
blr_4220e8bbbb9ddb5b,10th D Main Road,tenth d main road,10th D Main Road,,mixed
blr_4220e8bbbb9ddb5b,10th D Main Road,in 10th d main road,10th D Main Road,,mixed
blr_4220e8bbbb9ddb5b,10th D Main Road,near ten d main road,10th D Main Road,,mixed
blr_39579352779b4dd9,"Temple Road,16th Cross Street",temple road1sixth cross street,"Temple Road,16th Cross Street",,mixed
blr_39579352779b4dd9,"Temple Road,16th Cross Street",temple road16th cross street,"Temple Road,16th Cross Street",,mixed
blr_39579352779b4dd9,"Temple Road,16th Cross Street",temple road1six cross street,"Temple Road,16th Cross Street",,mixed
blr_39579352779b4dd9,"Temple Road,16th Cross Street",in temple road1sixth cross street,"Temple Road,16th Cross Street",,mixed
blr_39579352779b4dd9,"Temple Road,16th Cross Street",near temple road16th cross street,"Temple Road,16th Cross Street",,mixed
blr_a7d1a84b1605ce82,3rd Cross Street,three cross street,3rd Cross Street,,mixed
blr_a7d1a84b1605ce82,3rd Cross Street,3rd cross street,3rd Cross Street,,mixed
blr_a7d1a84b1605ce82,3rd Cross Street,third cross street,3rd Cross Street,,mixed
blr_a7d1a84b1605ce82,3rd Cross Street,in three cross street,3rd Cross Street,,mixed
blr_a7d1a84b1605ce82,3rd Cross Street,near 3rd cross street,3rd Cross Street,,mixed
blr_c3258075a040421e,"1st Main Road, Lakkasandra",1st main road lakkasandra,"1st Main Road, Lakkasandra",,mixed
blr_c3258075a040421e,"1st Main Road, Lakkasandra",in 1st main road lakkasandra,"1st Main Road, Lakkasandra",,mixed
blr_c3258075a040421e,"1st Main Road, Lakkasandra",near 1st main road lakkasandra,"1st Main Road, Lakkasandra",,mixed
blr_c3258075a040421e,"1st Main Road, Lakkasandra",around 1st main road lakkasandra,"1st Main Road, Lakkasandra",,mixed
blr_c3258075a040421e,"1st Main Road, Lakkasandra",1st main road lakkasandra area,"1st Main Road, Lakkasandra",,mixed
blr_b6f101688cec2b67,2nd Cross Shamanna Garden,2nd cross shamanna garden,2nd Cross Shamanna Garden,,mixed
blr_b6f101688cec2b67,2nd Cross Shamanna Garden,two cross shamanna garden,2nd Cross Shamanna Garden,,mixed
blr_b6f101688cec2b67,2nd Cross Shamanna Garden,second cross shamanna garden,2nd Cross Shamanna Garden,,mixed
blr_b6f101688cec2b67,2nd Cross Shamanna Garden,in 2nd cross shamanna garden,2nd Cross Shamanna Garden,,mixed
blr_b6f101688cec2b67,2nd Cross Shamanna Garden,near two cross shamanna garden,2nd Cross Shamanna Garden,,mixed
blr_6db5a656df41e24b,1st Cross Shamannna Garden,1st cross shamannna garden,1st Cross Shamannna Garden,,mixed
blr_6db5a656df41e24b,1st Cross Shamannna Garden,in 1st cross shamannna garden,1st Cross Shamannna Garden,,mixed
blr_6db5a656df41e24b,1st Cross Shamannna Garden,near 1st cross shamannna garden,1st Cross Shamannna Garden,,mixed
blr_6db5a656df41e24b,1st Cross Shamannna Garden,around 1st cross shamannna garden,1st Cross Shamannna Garden,,mixed
blr_6db5a656df41e24b,1st Cross Shamannna Garden,1st cross shamannna garden area,1st Cross Shamannna Garden,,mixed
blr_f9548c68b2148127,O Street,o street,O Street,,mixed
blr_f9548c68b2148127,O Street,in o street,O Street,,mixed
blr_f9548c68b2148127,O Street,near o street,O Street,,mixed
blr_f9548c68b2148127,O Street,around o street,O Street,,mixed
blr_f9548c68b2148127,O Street,o street area,O Street,,mixed
blr_8334aae9ee9e26c7,6th Cross Lakshmi Road,six cross lakshmi road,6th Cross Lakshmi Road,,mixed
blr_8334aae9ee9e26c7,6th Cross Lakshmi Road,6th cross lakshmi road,6th Cross Lakshmi Road,,mixed
blr_8334aae9ee9e26c7,6th Cross Lakshmi Road,sixth cross lakshmi road,6th Cross Lakshmi Road,,mixed
blr_8334aae9ee9e26c7,6th Cross Lakshmi Road,in six cross lakshmi road,6th Cross Lakshmi Road,,mixed
blr_8334aae9ee9e26c7,6th Cross Lakshmi Road,near 6th cross lakshmi road,6th Cross Lakshmi Road,,mixed
blr_9dfdc63bc01a92d0,C Street,c street,C Street,,mixed
blr_9dfdc63bc01a92d0,C Street,in c street,C Street,,mixed
blr_9dfdc63bc01a92d0,C Street,near c street,C Street,,mixed
blr_9dfdc63bc01a92d0,C Street,around c street,C Street,,mixed
blr_9dfdc63bc01a92d0,C Street,c street area,C Street,,mixed
blr_e17bf47e063b1765,S Street,s street,S Street,,mixed
blr_e17bf47e063b1765,S Street,in s street,S Street,,mixed
blr_e17bf47e063b1765,S Street,near s street,S Street,,mixed
blr_e17bf47e063b1765,S Street,around s street,S Street,,mixed
blr_e17bf47e063b1765,S Street,s street area,S Street,,mixed
blr_c05c04763d6244a2,F Street,f street,F Street,,mixed
blr_c05c04763d6244a2,F Street,in f street,F Street,,mixed
blr_c05c04763d6244a2,F Street,near f street,F Street,,mixed
blr_c05c04763d6244a2,F Street,around f street,F Street,,mixed
blr_c05c04763d6244a2,F Street,f street area,F Street,,mixed
blr_77462594bbe04820,G Street,g street,G Street,,mixed
blr_77462594bbe04820,G Street,in g street,G Street,,mixed
